2110,,,R.07/11/06,,,,対象外,0,,売上高(10%),,大衆サカバ牡蠣ル,課税売上込10%,755711,,リクルートペイメント　売上,,,3,,,0,0,no
2100,,,R.07/11/06,クレジット手数料,クレジット手数料(課税),大衆サカバ牡蠣ル,課対仕入込10%適格,363,,,,,対象外,0,,リクルートペイメント　手数料/課税,,,3,,,0,0,no
2100,,,R.07/11/06,クレジット手数料,クレジット手数料,大衆サカバ牡蠣ル,非課仕入,18547,,,,,対象外,0,,リクルートペイメント　手数料/非課税,,,3,,,0,0,no
2101,,,R.07/11/06,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ2,,対象外,736801,,,,,対象外,0,,リクルートペイメント　入金額,,,3,,,0,0,no
2110,,,R.07/11/17,,,,対象外,0,,売上高(10%),,大衆サカバ牡蠣ル,課税売上込10%,122760,,リクルートペイメント　売上(2025-10(月末)),,,3,,,0,0,no
2100,,,R.07/11/17,クレジット手数料,クレジット手数料,大衆サカバ牡蠣ル,非課仕入,3061,,,,,対象外,0,,リクルートペイメント　手数料/非課税(2025-10(月末)),,,3,,,0,0,no
2101,,,R.07/11/17,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ2,,対象外,119699,,,,,対象外,0,,リクルートペイメント　入金額(2025-10(月末)),,,3,,,0,0,no
2110,,,R.07/11/17,,,,対象外,0,,売上高(10%),,大衆サカバ牡蠣ル,課税売上込10%,787349,,リクルートペイメント　売上,,,3,,,0,0,no
2100,,,R.07/11/17,クレジット手数料,クレジット手数料(課税),大衆サカバ牡蠣ル,課対仕入込10%適格,2832,,,,,対象外,0,,リクルートペイメント　手数料/課税,,,3,,,0,0,no
2100,,,R.07/11/17,クレジット手数料,クレジット手数料,大衆サカバ牡蠣ル,非課仕入,17459,,,,,対象外,0,,リクルートペイメント　手数料/非課税,,,3,,,0,0,no
2101,,,R.07/11/17,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ2,,対象外,767058,,,,,対象外,0,,リクルートペイメント　入金額,,,3,,,0,0,no
2110,,,R.07/11/26,,,,対象外,0,,売上高(10%),,大衆サカバ牡蠣ル,課税売上込10%,844323,,リクルートペイメント　売上,,,3,,,0,0,no
2100,,,R.07/11/26,クレジット手数料,クレジット手数料(課税),大衆サカバ牡蠣ル,課対仕入込10%適格,5977,,,,,対象外,0,,リクルートペイメント　手数料/課税,,,3,,,0,0,no
2100,,,R.07/11/26,クレジット手数料,クレジット手数料,大衆サカバ牡蠣ル,非課仕入,17078,,,,,対象外,0,,リクルートペイメント　手数料/非課税,,,3,,,0,0,no
2101,,,R.07/11/26,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ2,,対象外,821268,,,,,対象外,0,,リクルートペイメント　入金額,,,3,,,0,0,no
2110,,,R.07/12/05,,,,対象外,0,,売上高(10%),,大衆サカバ牡蠣ル,課税売上込10%,1471951,,リクルートペイメント　売上,,,3,,,0,0,no
2100,,,R.07/12/05,クレジット手数料,クレジット手数料(課税),大衆サカバ牡蠣ル,課対仕入込10%適格,9761,,,,,対象外,0,,リクルートペイメント　手数料/課税,,,3,,,0,0,no
2100,,,R.07/12/05,クレジット手数料,クレジット手数料,大衆サカバ牡蠣ル,非課仕入,30379,,,,,対象外,0,,リクルートペイメント　手数料/非課税,,,3,,,0,0,no
2101,,,R.07/12/05,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ2,,対象外,1431811,,,,,対象外,0,,リクルートペイメント　入金額,,,3,,,0,0,no
2110,,,R.07/12/15,,,,対象外,0,,売上高(10%),,大衆サカバ牡蠣ル,課税売上込10%,131974,,リクルートペイメント　売上(2025-11(月末)),,,3,,,0,0,no
2100,,,R.07/12/15,クレジット手数料,クレジット手数料(課税),大衆サカバ牡蠣ル,課対仕入込10%適格,662,,,,,対象外,0,,リクルートペイメント　手数料/課税(2025-11(月末)),,,3,,,0,0,no
2100,,,R.07/12/15,クレジット手数料,クレジット手数料,大衆サカバ牡蠣ル,非課仕入,2846,,,,,対象外,0,,リクルートペイメント　手数料/非課税(2025-11(月末)),,,3,,,0,0,no
2101,,,R.07/12/15,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ2,,対象外,128466,,,,,対象外,0,,リクルートペイメント　入金額(2025-11(月末)),,,3,,,0,0,no
2110,,,R.07/12/15,,,,対象外,0,,売上高(10%),,大衆サカバ牡蠣ル,課税売上込10%,1384703,,リクルートペイメント　売上,,,3,,,0,0,no
2100,,,R.07/12/15,クレジット手数料,クレジット手数料(課税),大衆サカバ牡蠣ル,課対仕入込10%適格,9243,,,,,対象外,0,,リクルートペイメント　手数料/課税,,,3,,,0,0,no
2100,,,R.07/12/15,クレジット手数料,クレジット手数料,大衆サカバ牡蠣ル,非課仕入,28299,,,,,対象外,0,,リクルートペイメント　手数料/非課税,,,3,,,0,0,no
2101,,,R.07/12/15,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ2,,対象外,1347161,,,,,対象外,0,,リクルートペイメント　入金額,,,3,,,0,0,no
2110,,,R.07/12/25,,,,対象外,0,,売上高(10%),,大衆サカバ牡蠣ル,課税売上込10%,1827343,,リクルートペイメント　売上,,,3,,,0,0,no
2100,,,R.07/12/25,クレジット手数料,クレジット手数料(課税),大衆サカバ牡蠣ル,課対仕入込10%適格,12409,,,,,対象外,0,,リクルートペイメント　手数料/課税,,,3,,,0,0,no
2100,,,R.07/12/25,クレジット手数料,クレジット手数料,大衆サカバ牡蠣ル,非課仕入,37077,,,,,対象外,0,,リクルートペイメント　手数料/非課税,,,3,,,0,0,no
2101,,,R.07/12/25,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ2,,対象外,1777857,,,,,対象外,0,,リクルートペイメント　入金額,,,3,,,0,0,no
2110,,,R.07/11/06,,,,対象外,0,,売上高(10%),,Crab Shrimp and Oyster,課税売上込10%,1105610,,リクルートペイメント　売上,,,3,,,0,0,no
2100,,,R.07/11/06,クレジット手数料,クレジット手数料,Crab Shrimp and Oyster,非課仕入,33881,,,,,対象外,0,,リクルートペイメント　手数料/非課税,,,3,,,0,0,no
2101,,,R.07/11/06,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ2,,対象外,1071729,,,,,対象外,0,,リクルートペイメント　入金額,,,3,,,0,0,no
2110,,,R.07/11/17,,,,対象外,0,,売上高(10%),,Crab Shrimp and Oyster,課税売上込10%,97613,,リクルートペイメント　売上(2025-10(月末)),,,3,,,0,0,no
2100,,,R.07/11/17,クレジット手数料,クレジット手数料,Crab Shrimp and Oyster,非課仕入,3066,,,,,対象外,0,,リクルートペイメント　手数料/非課税(2025-10(月末)),,,3,,,0,0,no
2101,,,R.07/11/17,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ2,,対象外,94547,,,,,対象外,0,,リクルートペイメント　入金額(2025-10(月末)),,,3,,,0,0,no
2110,,,R.07/11/17,,,,対象外,0,,売上高(10%),,Crab Shrimp and Oyster,課税売上込10%,1534305,,リクルートペイメント　売上,,,3,,,0,0,no
2100,,,R.07/11/17,クレジット手数料,クレジット手数料(課税),Crab Shrimp and Oyster,課対仕入込10%適格,7389,,,,,対象外,0,,リクルートペイメント　手数料/課税,,,3,,,0,0,no
2100,,,R.07/11/17,クレジット手数料,クレジット手数料,Crab Shrimp and Oyster,非課仕入,41046,,,,,対象外,0,,リクルートペイメント　手数料/非課税,,,3,,,0,0,no
2101,,,R.07/11/17,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ2,,対象外,1485870,,,,,対象外,0,,リクルートペイメント　入金額,,,3,,,0,0,no
2110,,,R.07/11/26,,,,対象外,0,,売上高(10%),,Crab Shrimp and Oyster,課税売上込10%,1504570,,リクルートペイメント　売上,,,3,,,0,0,no
2100,,,R.07/11/26,クレジット手数料,クレジット手数料(課税),Crab Shrimp and Oyster,課対仕入込10%適格,7643,,,,,対象外,0,,リクルートペイメント　手数料/課税,,,3,,,0,0,no
2100,,,R.07/11/26,クレジット手数料,クレジット手数料,Crab Shrimp and Oyster,非課仕入,40139,,,,,対象外,0,,リクルートペイメント　手数料/非課税,,,3,,,0,0,no
2101,,,R.07/11/26,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ2,,対象外,1456788,,,,,対象外,0,,リクルートペイメント　入金額,,,3,,,0,0,no
2110,,,R.07/12/05,,,,対象外,0,,売上高(10%),,Crab Shrimp and Oyster,課税売上込10%,1909273,,リクルートペイメント　売上,,,3,,,0,0,no
2100,,,R.07/12/05,クレジット手数料,クレジット手数料(課税),Crab Shrimp and Oyster,課対仕入込10%適格,9262,,,,,対象外,0,,リクルートペイメント　手数料/課税,,,3,,,0,0,no
2100,,,R.07/12/05,クレジット手数料,クレジット手数料,Crab Shrimp and Oyster,非課仕入,49898,,,,,対象外,0,,リクルートペイメント　手数料/非課税,,,3,,,0,0,no
2101,,,R.07/12/05,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ2,,対象外,1850113,,,,,対象外,0,,リクルートペイメント　入金額,,,3,,,0,0,no
2110,,,R.07/12/15,,,,対象外,0,,売上高(10%),,Crab Shrimp and Oyster,課税売上込10%,167967,,リクルートペイメント　売上(2025-11(月末)),,,3,,,0,0,no
2100,,,R.07/12/15,クレジット手数料,クレジット手数料(課税),Crab Shrimp and Oyster,課対仕入込10%適格,242,,,,,対象外,0,,リクルートペイメント　手数料/課税(2025-11(月末)),,,3,,,0,0,no
2100,,,R.07/12/15,クレジット手数料,クレジット手数料,Crab Shrimp and Oyster,非課仕入,5080,,,,,対象外,0,,リクルートペイメント　手数料/非課税(2025-11(月末)),,,3,,,0,0,no
2101,,,R.07/12/15,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ2,,対象外,162645,,,,,対象外,0,,リクルートペイメント　入金額(2025-11(月末)),,,3,,,0,0,no
2110,,,R.07/12/15,,,,対象外,0,,売上高(10%),,Crab Shrimp and Oyster,課税売上込10%,1390875,,リクルートペイメント　売上,,,3,,,0,0,no
2100,,,R.07/12/15,クレジット手数料,クレジット手数料(課税),Crab Shrimp and Oyster,課対仕入込10%適格,10334,,,,,対象外,0,,リクルートペイメント　手数料/課税,,,3,,,0,0,no
2100,,,R.07/12/15,クレジット手数料,クレジット手数料,Crab Shrimp and Oyster,非課仕入,34035,,,,,対象外,0,,リクルートペイメント　手数料/非課税,,,3,,,0,0,no
2101,,,R.07/12/15,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ2,,対象外,1346506,,,,,対象外,0,,リクルートペイメント　入金額,,,3,,,0,0,no
2110,,,R.07/12/25,,,,対象外,0,,売上高(10%),,Crab Shrimp and Oyster,課税売上込10%,1906021,,リクルートペイメント　売上,,,3,,,0,0,no
2100,,,R.07/12/25,クレジット手数料,クレジット手数料(課税),Crab Shrimp and Oyster,課対仕入込10%適格,8325,,,,,対象外,0,,リクルートペイメント　手数料/課税,,,3,,,0,0,no
2100,,,R.07/12/25,クレジット手数料,クレジット手数料,Crab Shrimp and Oyster,非課仕入,52098,,,,,対象外,0,,リクルートペイメント　手数料/非課税,,,3,,,0,0,no
2101,,,R.07/12/25,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ2,,対象外,1845598,,,,,対象外,0,,リクルートペイメント　入金額,,,3,,,0,0,no
2110,,,R.07/11/06,,,,対象外,0,,売上高(10%),,牡蠣と和牛の奴隷,課税売上込10%,1787754,,リクルートペイメント　売上,,,3,,,0,0,no
2100,,,R.07/11/06,クレジット手数料,クレジット手数料(課税),牡蠣と和牛の奴隷,課対仕入込10%適格,151,,,,,対象外,0,,リクルートペイメント　手数料/課税,,,3,,,0,0,no
2100,,,R.07/11/06,クレジット手数料,クレジット手数料,牡蠣と和牛の奴隷,非課仕入,57026,,,,,対象外,0,,リクルートペイメント　手数料/非課税,,,3,,,0,0,no
2101,,,R.07/11/06,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ2,,対象外,1730577,,,,,対象外,0,,リクルートペイメント　入金額,,,3,,,0,0,no
2110,,,R.07/11/17,,,,対象外,0,,売上高(10%),,牡蠣と和牛の奴隷,課税売上込10%,113037,,リクルートペイメント　売上(2025-10(月末)),,,3,,,0,0,no
2100,,,R.07/11/17,クレジット手数料,クレジット手数料,牡蠣と和牛の奴隷,非課仕入,3503,,,,,対象外,0,,リクルートペイメント　手数料/非課税(2025-10(月末)),,,3,,,0,0,no
2101,,,R.07/11/17,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ2,,対象外,109534,,,,,対象外,0,,リクルートペイメント　入金額(2025-10(月末)),,,3,,,0,0,no
2110,,,R.07/11/17,,,,対象外,0,,売上高(10%),,牡蠣と和牛の奴隷,課税売上込10%,1486226,,リクルートペイメント　売上,,,3,,,0,0,no
2100,,,R.07/11/17,クレジット手数料,クレジット手数料(課税),牡蠣と和牛の奴隷,課対仕入込10%適格,3590,,,,,対象外,0,,リクルートペイメント　手数料/課税,,,3,,,0,0,no
2100,,,R.07/11/17,クレジット手数料,クレジット手数料,牡蠣と和牛の奴隷,非課仕入,42684,,,,,対象外,0,,リクルートペイメント　手数料/非課税,,,3,,,0,0,no
2101,,,R.07/11/17,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ2,,対象外,1439952,,,,,対象外,0,,リクルートペイメント　入金額,,,3,,,0,0,no
2110,,,R.07/11/26,,,,対象外,0,,売上高(10%),,牡蠣と和牛の奴隷,課税売上込10%,1585025,,リクルートペイメント　売上,,,3,,,0,0,no
2100,,,R.07/11/26,クレジット手数料,クレジット手数料(課税),牡蠣と和牛の奴隷,課対仕入込10%適格,5042,,,,,対象外,0,,リクルートペイメント　手数料/課税,,,3,,,0,0,no
